datetime,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
2020-01-01 00:00:00,-2.14,96.0,0.0,0.0,-3.9745484613530473,-1.1165366609551959,-5.275750817277117,98.09432486167921,92.152787304239,87.7151314695351,0.0,96.83431627061923,0.0,0.0,183.03729643497707,0.0
2020-01-01 01:00:00,-2.92,96.81,0.0,0.0,-4.2122120928344176,-0.3934074421175961,-3.16064041833224,99.32952502092432,89.38849135040984,100.25852556667078,0.0,91.46183781554822,0.0,0.0,186.7307802177408,0.0
2020-01-01 02:00:00,-3.7,97.88,0.0,0.0,-3.6790535540368956,0.14380781500322878,-2.706270216861667,99.9553025590454,92.9138154163027,102.93516255494312,46.32402714304815,40.65402350241331,0.0,74.9904548479107,84.52173424164633,0.0
2020-01-01 03:00:00,-3.99,98.25,0.0,0.0,-2.995391959289196,-0.4945589308144063,-2.694493127193756,98.15120807377707,90.95234772127482,99.15239233894319,44.496915332424585,39.802671362897435,0.0,103.16420334795774,70.77848962624557,0.0
2020-01-01 04:00:00,-3.62,97.81,0.0,0.0,-1.9459117590554886,-1.6671748729073341,-4.815526857835451,95.68462626226402,101.56716803261395,99.44822852803235,76.0125640518683,0.0,0.0,192.93593803014758,0.0,0.0
2020-01-01 05:00:00,-3.4,97.56,0.0,0.0,-1.1106060740509525,-1.4060260445948254,-5.2386743951333425,93.68497365282461,97.28548739313173,102.7525017320483,58.6462993469204,0.0,0.0,62.34065506584267,0.0,0.0
2020-01-01 06:00:00,-4.01,98.25,0.0,0.0,-0.6010026299998255,-2.171563617900569,-4.497377779335375,94.47989593576482,96.95492684856222,98.14610421953694,92.28042691358043,0.0,0.0,184.53765027791624,0.0,0.0
2020-01-01 07:00:00,-4.31,98.56,0.0,0.0,-0.16652637505211015,-0.5384735457700839,-6.201453324978814,95.50623427430764,95.109485804123,98.82591089280356,91.93616577329021,0.0,0.0,186.90753869437287,0.0,0.0
2020-01-01 08:00:00,-3.61,97.75,46.66,73.45,0.18505957122946623,-0.8024813118600586,-5.058384413513929,95.38955837396053,95.53158365882523,97.64892857300651,40.684215388443796,0.0,38.9438065645316,86.91009321629114,0.0,10.613540424958396
2020-01-01 09:00:00,-2.92,97.0,43.75,102.02,-0.5125573225415114,-1.8266321755851804,-3.263856526863271,95.40528346368768,89.6662991105701,101.89976743332768,38.57349968896394,0.0,55.19522849659952,68.42688984242756,0.0,92.60350931590939
2020-01-01 10:00:00,-2.23,95.31,74.81,193.25,-1.4226953688932213,-2.736222912599316,0.30368131479393734,96.24373249588209,91.10741090797309,98.00790377160025,0.0,0.0,100.99436415114668,0.0,0.0,79.9065064924088
2020-01-01 11:00:00,-1.4,93.75,59.0,62.94,-1.7626426584836448,-4.3647375717540395,0.9828803055625787,95.90341793056461,101.96106104887582,90.86834413401482,0.0,0.0,103.01503715471165,0.0,0.0,89.67301822472398
2020-01-01 12:00:00,-0.63,93.44,92.25,185.38,-1.8485835192289761,-4.477560787413182,0.7096795544595077,97.61683879234795,92.41270206489583,94.37228394351123,0.0,0.0,87.54588650071587,0.0,0.0,112.50330537798692
2020-01-01 13:00:00,-0.08,93.31,92.15,190.49,-1.1004195760663738,-4.464970856022576,2.0296346296238195,94.35381411714211,95.67114193610959,97.0716381895985,0.0,0.0,71.20817292381194,0.0,0.0,80.22760012146756
2020-01-01 14:00:00,0.02,94.25,41.36,86.21,-0.8850607797087889,-3.9512315199107797,1.3007437096027767,91.18025013794407,90.21642655846789,91.98716394868701,0.0,0.0,60.01941908388241,0.0,0.0,68.84385272424576
2020-01-01 15:00:00,-0.56,95.56,38.15,69.43,-1.8180258136397123,-2.9431899987947294,1.8274368773332235,92.36971686148654,90.82291334988639,84.57601153597913,0.0,0.0,32.73927925188934,0.0,0.0,18.339353336055293
2020-01-01 16:00:00,-1.69,96.75,0.0,0.0,-2.5640856292343193,-4.330534457157773,-0.8757464252333137,93.28814505084307,93.17438675307896,102.67342307849178,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 17:00:00,-1.96,96.56,0.0,0.0,-3.872488459112218,-5.0817603455136044,-1.4457593995151914,98.06620991009142,92.14098810544422,102.60278165172784,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 18:00:00,-1.57,95.75,0.0,0.0,-3.9281463214009524,-4.463448315157559,-1.1892804701839568,99.25711158788303,98.92655606263116,98.27834879336157,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 19:00:00,-1.07,93.88,0.0,0.0,-4.03090169320594,-5.2817842126732355,-0.8470578342443408,97.98838019440817,98.64337540558996,98.45287889899355,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 20:00:00,-1.06,93.0,0.0,0.0,-3.2567144474891774,-4.416147587828061,-0.16293040307589535,92.98577940901973,98.32176271735769,85.58212534006753,0.0,36.307347172636796,0.0,0.0,10.888089169781434,0.0
2020-01-01 21:00:00,-1.63,93.44,0.0,0.0,-3.3085387031141362,-3.678263433664235,1.4785846653306716,93.52855884915151,98.46809438917346,85.30429195395158,0.0,56.34549544335501,0.0,0.0,95.6444030771571,0.0
2020-01-01 22:00:00,-2.83,95.19,0.0,0.0,-4.185930092074022,-1.4757739885354906,2.240601649513053,97.00984690623707,87.90799167647728,94.55810560857596,0.0,93.82847669600952,0.0,0.0,79.24439726133825,0.0
2020-01-01 23:00:00,-4.05,97.12,0.0,0.0,-4.319362172916018,0.058464628893835316,0.6630173578608382,94.71471933133952,89.50587655652531,90.8800864535149,0.0,117.10262143982888,0.0,0.0,92.64610144480699,0.0
2020-01-02 00:00:00,-4.15,97.0,0.0,0.0,-4.898983235717304,0.3782499163057182,1.2345827779108438,94.77383678666264,93.87537440036047,93.06483467905215,0.0,89.62613284270537,0.0,0.0,124.31185238943188,0.0
2020-01-02 01:00:00,-3.87,96.25,0.0,0.0,-5.165829577402006,1.48226207742155,0.9265468955889419,94.27213056957657,93.40790443267115,83.47072288490722,0.0,71.69941649140708,0.0,0.0,73.00178203017795,0.0
2020-01-02 02:00:00,-3.36,95.19,0.0,0.0,-4.662323631349151,0.4479513037681375,1.4965082262232008,93.194342056133,95.00903670129983,94.73187948564244,37.18338814039498,60.309631323292464,0.0,10.82650854552103,70.52047337206201,0.0
2020-01-02 03:00:00,-3.35,95.0,0.0,0.0,-3.265739502416164,1.0449811130876436,1.5173479032817299,92.37484327457855,95.43437043065732,92.32051718826231,54.76523563777049,33.61826131826366,0.0,91.90395360741661,19.144071940596184,0.0
2020-01-02 04:00:00,-4.02,95.25,0.0,0.0,-1.0906500064233096,-0.19647076670220956,-0.4212691900467236,92.42449667098569,95.19291961820907,98.46258948920682,92.27676015302266,0.0,0.0,74.81698670398802,0.0,0.0
2020-01-02 05:00:00,-4.5,94.69,0.0,0.0,0.13698674305496095,-0.5932351307393786,1.2198044974837456,94.62092136011752,97.12168714715543,96.49293920455817,115.63305010072426,0.0,0.0,88.38898575899809,0.0,0.0
2020-01-02 06:00:00,-5.02,94.44,0.0,0.0,0.7227993602313881,0.08265148411536333,1.037771209222821,93.05800404534165,97.33810891402135,96.069754925463,90.74715307775311,0.0,0.0,121.49312645250723,0.0,0.0
2020-01-02 07:00:00,-5.36,94.38,0.0,0.0,0.9752952764160412,0.1788411630655918,0.4257455538519215,93.07727235120655,93.62872598399494,99.42750490132654,67.2479360318185,0.0,0.0,77.97972489250859,0.0,0.0
2020-01-02 08:00:00,-4.96,94.44,37.85,10.61,0.9345899746034441,0.6636462970631871,1.6569941729621531,92.29546276748518,96.801954839964,87.78420697509974,57.08685256464004,0.0,35.26475091645797,71.40565776966983,0.0,199.02709052466014
2020-01-02 09:00:00,-3.13,94.12,55.36,93.14,0.5985152584473388,0.4944905350122808,1.0883217998511747,93.47152241051013,99.08648499411679,92.6488833773016,34.54044958475689,0.0,49.56414244998378,19.083521807944102,0.0,362.2944065512723
2020-01-02 10:00:00,-0.85,90.5,93.57,75.98,0.3701100917229492,0.47064456530248033,2.5282206308022492,95.12293517353774,90.71454317094603,94.46663074514649,0.0,0.0,82.18834767040487,0.0,0.0,166.86984154223646
2020-01-02 11:00:00,0.11,92.31,113.98,90.25,-0.15329411279637506,0.9529308609841625,3.123675505967822,94.48072945318629,90.36302750033406,87.18997679110595,0.0,0.0,97.33605008188142,0.0,0.0,126.13626030441237
2020-01-02 12:00:00,0.59,92.75,90.28,121.22,-0.5930199812106314,1.176168266938122,1.0258432061566087,96.42451194505733,92.10817194943812,106.44725970843538,0.0,0.0,54.98451101735168,0.0,0.0,91.61364818954932
2020-01-02 13:00:00,0.9,92.12,68.64,76.73,-0.17773796051893567,1.591030943543664,1.5710739399963134,94.49403161141079,95.10901956336579,105.71176936058288,0.0,0.0,79.43719825807521,0.0,0.0,141.64869506114817
2020-01-02 14:00:00,1.01,92.44,57.71,71.94,0.5042210785054799,1.3902504626190568,1.1944689983009429,93.52017335520178,97.26920459200608,89.91209724526608,0.0,0.0,27.379284685006436,0.0,0.0,117.46750398956347
2020-01-02 15:00:00,0.86,93.19,34.95,18.91,1.0860027180500162,0.5828614396429892,2.131071456888577,96.26404620425909,91.15398413937167,109.27881143555855,0.0,0.0,30.505602139325106,0.0,0.0,81.5610871692858
2020-01-02 16:00:00,0.1,94.0,0.0,0.0,1.2892849218247242,0.5877568902043515,0.9577593883109838,92.70064614511958,91.5754839218572,94.39553528719591,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 17:00:00,-0.45,95.19,0.0,0.0,1.2612208256186808,0.8317535971828428,0.7352199179842871,94.71725796972545,93.05326154859029,92.87444198228202,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 18:00:00,-0.31,95.69,0.0,0.0,0.8730878202149361,0.10855684546850752,1.4515655024473655,94.98609733680827,99.93631649507594,103.51486147433984,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 19:00:00,0.04,95.62,0.0,0.0,1.141048293387197,1.369634933212713,0.7759789728327677,95.17929567539821,98.17057247692362,107.2070840681299,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 20:00:00,0.38,94.81,0.0,0.0,1.0495637569329366,0.9862311978087708,0.9770102459802915,92.33904058417096,95.59186013224013,101.12789090459147,0.0,35.80812098537068,0.0,0.0,200.65390187951385,0.0
2020-01-02 21:00:00,0.83,94.19,0.0,0.0,1.3916618193606747,2.047700229603145,0.7635890492318478,93.07871896182866,96.51465384862438,106.38226463311806,0.0,48.2860511929597,0.0,0.0,357.85669021676097,0.0
2020-01-02 22:00:00,1.09,93.31,0.0,0.0,0.822668211303472,1.974041728251168,-1.1700727975453322,93.68646919856816,92.35512808532256,94.0869759300385,0.0,79.33159584432025,0.0,0.0,183.39406412228522,0.0
2020-01-02 23:00:00,1.25,92.69,0.0,0.0,0.6550627339766869,1.9918675754443194,0.2367863955778603,98.02600929587547,99.98754757041765,97.36038386193212,0.0,93.87582217901763,0.0,0.0,139.68149768894142,0.0
2020-01-03 00:00:00,1.15,93.56,0.0,0.0,0.48499358526353764,1.6311044080132167,-0.19179349006381274,94.87408276791702,98.67006132893002,90.31279133476801,0.0,57.50770657300891,0.0,0.0,97.74909023252607,0.0
2020-01-03 01:00:00,1.29,92.81,0.0,0.0,0.7318859125130874,2.6540115536227105,-3.2158153772845637,98.38150073920526,95.69522712577906,97.83173323409265,0.0,84.46834310994163,0.0,0.0,151.42808081107972,0.0
2020-01-03 02:00:00,1.23,93.5,0.0,0.0,1.00485572059168,2.1813811127667253,-1.658966833161104,94.06408683586987,93.5786486479467,100.77189194076257,34.50470117458282,25.483333230434205,0.0,200.16009123513277,122.58035632487822,0.0
2020-01-03 03:00:00,1.12,94.69,0.0,0.0,1.3962569381381327,1.4980152922548409,-2.3520232458909622,97.27857931082131,102.25231790240666,102.90603575833916,50.34474935808286,28.773790861777382,0.0,380.8247786419086,81.50194284096494,0.0
2020-01-03 04:00:00,0.76,95.62,0.0,0.0,1.9079587151758732,1.4891457424559302,-4.644523441898679,94.67953183169209,104.42645768841771,99.0461038104952,75.7447223940905,0.0,0.0,181.57381619132923,0.0,0.0
2020-01-03 05:00:00,0.48,96.12,0.0,0.0,2.104848691856011,1.0542928424199034,-6.40600283870615,93.677474570827,93.98498813864384,89.63679697234443,93.92864028810192,0.0,0.0,131.99616653920233,0.0,0.0
2020-01-03 06:00:00,0.58,96.75,0.0,0.0,2.286196006801907,0.5529977539593091,-7.073094984386488,95.59163603750886,97.1239886725397,88.06345881124531,55.888084788255625,0.0,0.0,94.9991617577049,0.0,0.0
2020-01-03 07:00:00,0.79,96.75,0.0,0.0,2.516605644789575,0.9882000214677557,-6.442109480414591,94.82272283770318,95.64506564231537,84.07633093906905,80.43372376299213,0.0,0.0,148.77520753894453,0.0,0.0
2020-01-03 08:00:00,1.07,96.25,35.16,199.88,2.0618305436579814,-0.1986699474804109,-3.895653856350855,99.47929768987763,95.09132044283888,95.71730725225261,26.26448818618507,0.0,43.957745787600146,119.9551706818176,0.0,9.475452537869726
2020-01-03 09:00:00,1.49,95.31,49.59,374.41,1.82053799016884,-0.2517423674518536,-2.707721519377262,98.33236998839998,96.39580955901262,81.59683086241549,27.966694502344577,0.0,35.838949099327756,79.93100526300397,0.0,32.59797521702304
2020-01-03 10:00:00,1.73,95.31,76.78,181.48,1.1217434559592006,-0.5533039851265616,-3.7254069890494463,102.28165463871724,101.56721101975155,92.41033768825866,0.0,0.0,61.42102336650465,0.0,0.0,47.35025365114088
2020-01-03 11:00:00,1.9,96.12,91.91,134.46,1.099326660835612,-0.022849080225386453,-2.3135791087660724,99.3479041115828,96.94398772019228,92.74733503584127,0.0,0.0,78.82480363359326,0.0,0.0,57.75949168806844
2020-01-03 12:00:00,2.08,96.81,56.66,94.46,0.5886904325239827,-1.199038627352062,-3.639164971016148,100.6358311209214,95.43890840666081,84.63671515416146,0.0,0.0,104.59304210335253,0.0,0.0,58.49782810799796
2020-01-03 13:00:00,2.23,97.25,80.94,146.66,0.2645861016529949,-2.067231998358167,-1.768109278914537,98.28601220335156,99.58907615655544,95.43149683185128,0.0,0.0,69.14722934341819,0.0,0.0,64.22901436606844
2020-01-03 14:00:00,2.17,98.06,26.16,121.88,0.5734969369389502,-2.531588326305096,-3.4280922032133025,98.72703779968185,97.13932590613723,98.73619694566696,0.0,0.0,42.927422609976745,0.0,0.0,57.78179708238506
2020-01-03 15:00:00,1.74,99.69,27.96,80.51,0.1657302527842791,-2.8486124320003046,-3.5390494627385545,98.72040541367217,94.03234082592999,93.59629468509986,0.0,0.0,35.277101599980035,0.0,0.0,15.641369598883477
2020-01-03 16:00:00,1.26,100.0,0.0,0.0,-0.07373346654696664,-3.9132576544681505,-4.418896862278157,98.51846709229159,98.11472986881554,101.15823919638152,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 17:00:00,0.94,98.81,0.0,0.0,-0.7376239356466191,-5.965046364570522,-4.202229161918086,100.33727787697126,100.09620677971954,88.95442385309936,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 18:00:00,0.59,98.75,0.0,0.0,-1.0868537952768036,-5.425305089905702,-4.6765947468254465,99.806929514099,87.08487059180791,84.78529577920203,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 19:00:00,0.48,98.56,0.0,0.0,-1.5937228298515682,-5.650999129716764,-5.627728773417864,98.86951237198677,82.74184790033615,85.25066577988724,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 20:00:00,0.36,98.44,0.0,0.0,-2.60828365927314,-4.6092370676543695,-3.6391505660229284,98.69515632170481,88.12452420689951,85.27468327213269,0.0,41.20445366577169,0.0,0.0,10.21784589435766,0.0
2020-01-03 21:00:00,0.19,98.31,0.0,0.0,-3.500685481374095,-4.484568301637234,-4.660334233176679,96.91530134348406,86.33627543338802,95.862845259175,0.0,35.33535057054703,0.0,0.0,34.259634423422575,0.0
2020-01-03 22:00:00,-0.15,98.31,0.0,0.0,-4.747352155095705,-3.7097709197174487,-3.71873439857774,100.30897114682855,84.97579728540771,86.30889932348332,0.0,67.33219934768339,0.0,0.0,44.509036549631894,0.0
2020-01-03 23:00:00,-0.6,98.5,0.0,0.0,-5.977997908868896,-2.863126311657603,-6.134076592032818,97.1128994674404,87.1814751255393,86.87357148242467,0.0,87.72198312620776,0.0,0.0,57.95019071819945,0.0
2020-01-04 00:00:00,-1.12,98.81,0.0,0.0,-5.946408406383772,-2.121589810288782,-7.356270283579324,89.45500433886711,89.72432175045773,97.99860898469012,0.0,103.75085648842207,0.0,0.0,54.22256461453682,0.0
2020-01-04 01:00:00,-1.88,99.44,0.0,0.0,-5.702575615060756,-2.0566995186937995,-6.929360037042716,86.83596267988293,93.21344773194991,93.45632062266935,0.0,62.60926451677284,0.0,0.0,59.41107355611647,0.0
2020-01-04 02:00:00,-2.63,99.75,0.0,0.0,-5.439014785887468,-2.2893582606571963,-7.250682100912048,87.8431518402373,94.38837065384153,90.82279003823545,41.49869307501943,42.486144996313485,0.0,10.175389520697703,50.84366203822404,0.0
2020-01-04 03:00:00,-3.26,99.0,0.0,0.0,-3.9647778053442893,-2.1216110521167733,-9.556651017382123,86.9031392782011,95.63059909200602,83.78999412423688,33.91954229195243,34.35581865699407,0.0,34.15266535859003,16.034687898757237,0.0
2020-01-04 04:00:00,-4.49,98.5,0.0,0.0,-3.096247246514879,-3.439229154089436,-10.194848083154126,82.59112704024388,92.5652869946537,100.90751970333642,67.40515515069507,0.0,0.0,46.60716514020235,0.0,0.0
2020-01-04 05:00:00,-5.74,96.5,0.0,0.0,-3.0074060841821963,-3.6531560960141176,-9.377044603264387,84.36336719320921,97.27417160656275,100.31516763259137,85.97848851486754,0.0,0.0,56.084073747344895,0.0,0.0
2020-01-04 06:00:00,-5.8,90.81,0.0,0.0,-2.5145395763378815,-4.178524946059149,-11.232549853298892,87.39688115972865,95.28209591348714,85.66784854615885,97.31549259761168,0.0,0.0,57.36670271126432,0.0,0.0
2020-01-04 07:00:00,-5.66,87.69,0.0,0.0,-1.9898463107828284,-4.05769289661208,-10.040522025678957,88.89992731514634,91.92208428843551,94.88036707700388,63.63177289144732,0.0,0.0,58.4574007294994,0.0,0.0
2020-01-04 08:00:00,-5.15,85.88,40.8,10.19,-2.3935041565851582,-4.417161362564351,-10.223860730216531,89.35418468122258,97.04252795815097,97.50236315226505,45.090047859241224,0.0,60.363847059848425,53.84890688074073,0.0,111.84679863509596
2020-01-04 09:00:00,-4.02,84.94,34.18,34.29,-2.3850546196915214,-4.849273615821728,-7.3943987865460326,90.86271536788504,95.56819155190807,80.86232025385006,36.241177547311395,0.0,89.37867658567785,16.31164360502531,0.0,203.09721081485873
2020-01-04 10:00:00,-3.1,84.44,66.15,45.78,-3.3175266119297913,-4.512165582783795,-6.792269747492224,91.87131394196996,92.35110018968533,82.28954799144658,0.0,0.0,106.74722267463528,0.0,0.0,276.98555217722867
2020-01-04 11:00:00,-2.82,86.5,83.93,55.49,-3.7166816981395776,-5.579176914881497,-7.993919019890631,94.28272834073537,88.24924592052643,74.72873608931553,0.0,0.0,147.57911466767746,0.0,0.0,239.30706819639872
2020-01-04 12:00:00,-2.3,86.69,99.34,56.88,-4.250531016039833,-6.34159582766973,-7.794215468252415,95.47657979295971,87.60376958054414,84.84758617281372,0.0,0.0,165.39680262600993,0.0,0.0,304.5814474207975
2020-01-04 13:00:00,-2.18,88.44,64.8,58.62,-4.5345243529193775,-7.045712801713864,-7.318274210990728,91.56917244177372,86.162922346944,85.66429792259326,0.0,0.0,151.99425683208142,0.0,0.0,345.6511764100696
2020-01-04 14:00:00,-2.24,89.81,44.15,53.21,-4.712157776882238,-7.394348829980502,-9.029477087241704,93.36261596756789,94.7306310128407,74.60960867039779,0.0,0.0,73.83069051976038,0.0,0.0,275.3931630662363
2020-01-04 15:00:00,-2.62,91.75,35.77,16.44,-4.640083230744633,-9.018367590992408,-8.683785719722767,93.21433254301748,90.47210956132683,83.74469930559287,0.0,0.0,55.21984729276489,0.0,0.0,114.71166188483235
2020-01-04 16:00:00,-3.31,93.5,0.0,0.0,-5.222146807557287,-10.177752365045588,-11.385708031386688,90.87239406191173,87.00426306259152,90.18651765196921,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 17:00:00,-3.74,93.5,0.0,0.0,-5.757690716642977,-10.172156863742439,-14.225648668901073,92.64091050458929,93.36569586619467,89.57498545976345,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 18:00:00,-4.07,93.5,0.0,0.0,-6.268119960011189,-10.034492850997498,-15.052774237300957,91.84320947592677,92.38946072784022,89.5074672083446,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 19:00:00,-4.29,93.19,0.0,0.0,-7.104600317111716,-9.83701734972921,-15.585907631294852,90.38481536030824,84.75984295428745,105.13798487629506,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 20:00:00,-4.53,92.5,0.0,0.0,-7.768451297570235,-9.041960729354239,-16.245086203691955,92.57147359778452,84.21865808274907,106.98479770354488,0.0,60.6151280387713,0.0,0.0,120.3953937178479,0.0
2020-01-04 21:00:00,-4.81,91.81,0.0,0.0,-9.26923021888336,-8.565296593762794,-17.129770455596418,90.10095313998366,80.48546624300761,93.90566653786608,0.0,91.34843815386297,0.0,0.0,228.85296015019355,0.0
2020-01-04 22:00:00,-5.05,90.75,0.0,0.0,-10.017193162675623,-7.647601915481522,-14.4434418012276,89.4957620630599,79.59582789916642,102.29442877594275,0.0,107.6290982742481,0.0,0.0,295.530997101476,0.0
2020-01-04 23:00:00,-5.75,90.25,0.0,0.0,-10.506693028077644,-7.1389916944625895,-16.915799372563992,90.9974234243537,77.30697147898356,101.43281651009438,0.0,141.37793897033532,0.0,0.0,238.98147703619168,0.0
2020-01-05 00:00:00,-6.45,89.69,0.0,0.0,-10.284574609139522,-7.199780903283787,-16.372446737996647,89.6697086208966,78.18728360271203,98.30970479785054,0.0,169.11857635240727,0.0,0.0,295.6962271019905,0.0
2020-01-05 01:00:00,-6.99,89.5,0.0,0.0,-9.57882508710006,-7.791520537687747,-16.983805509628468,89.34893421580445,81.58063822899324,96.59135031848618,0.0,151.6356265709906,0.0,0.0,352.6704752037134,0.0
2020-01-05 02:00:00,-8.03,90.19,0.0,0.0,-9.659623975581145,-7.4058334944411595,-17.82900321216011,88.51656483881733,80.5573032125651,94.2794204012311,57.968945723621125,71.04701957234482,0.0,117.745723321667,255.54812205775653,0.0
2020-01-05 03:00:00,-9.3,91.56,0.0,0.0,-8.83075185517655,-9.601621985877037,-19.262325206488413,81.84075834764634,90.69458195476774,104.58591622698538,88.81430654982647,50.094317234680254,0.0,224.9822511561918,118.77157818010271,0.0
2020-01-05 04:00:00,-10.18,91.62,0.0,0.0,-8.214850276129463,-12.473483808754786,-16.050087891992856,80.52030351680615,97.67123503694582,106.67238924004161,113.76761340567295,0.0,0.0,292.74865352290215,0.0,0.0
2020-01-05 05:00:00,-10.44,90.81,0.0,0.0,-7.956751859906251,-13.99677883006142,-15.09645696353101,77.52884310817055,96.16085317733969,90.88026692514762,136.22851482780962,0.0,0.0,233.29275601042548,0.0,0.0
2020-01-05 06:00:00,-10.08,89.38,0.0,0.0,-7.519440359540173,-14.6277688104642,-15.339445677426466,82.06998209533153,100.9540285727663,97.62999870686541,172.86026371181435,0.0,0.0,302.1303548153902,0.0,0.0
2020-01-05 07:00:00,-9.72,88.38,0.0,0.0,-7.635078979445257,-15.447363141139348,-14.44776234370625,82.80095053616219,104.69332539245666,89.28304163560746,145.59424368621004,0.0,0.0,339.6507669502637,0.0,0.0
2020-01-05 08:00:00,-9.6,88.25,58.2,117.64,-7.89811269067037,-16.7685084134631,-13.06756703473454,86.0294116479079,104.54538458501294,102.05053556060207,72.08191734381663,0.0,58.043756167858795,257.5454047172375,0.0,11.79174230454133
2020-01-05 09:00:00,-8.56,83.88,90.04,223.62,-9.149422188452252,-16.443101862833775,-12.421554461263643,86.32322679336217,103.84986121508345,87.14532631104112,50.87724408408523,0.0,82.04806990186448,122.47765023198204,0.0,321.4140214266852
2020-01-05 10:00:00,-8.04,81.06,113.11,289.73,-12.102565318298906,-15.469670754072867,-10.4348636394171,95.16195096367119,95.00252108399404,102.07289270425059,0.0,0.0,143.9567459282465,0.0,0.0,293.24801734098486
2020-01-05 11:00:00,-7.77,79.94,136.89,235.27,-13.738766399731839,-15.609849097824359,-9.769129410194036,95.91543750592724,94.14835331817635,87.58661588754791,0.0,0.0,188.58896954130827,0.0,0.0,236.94772325425345
2020-01-05 12:00:00,-7.52,79.69,175.84,300.86,-15.228555808812901,-15.816753513024755,-6.7966395332730976,99.17284316750283,95.07668646517563,100.15372281963832,0.0,0.0,134.53021370928585,0.0,0.0,106.67727229916983
2020-01-05 13:00:00,-7.51,81.25,147.48,344.77,-16.06285804877043,-16.816146193151567,-5.475347108676292,98.52447120843453,103.83417718158611,89.52401097526875,0.0,0.0,68.65521840996144,0.0,0.0,88.3366301658343
2020-01-05 14:00:00,-7.77,83.62,72.26,256.98,-16.07927564246882,-18.02847020303998,-5.522153572821219,100.29885077733903,95.39255626855076,98.09262960771387,0.0,0.0,80.88538685201195,0.0,0.0,262.4320321133631
2020-01-05 15:00:00,-9.04,88.31,51.59,120.52,-16.064687902613784,-17.931565647988716,-4.178701103361266,98.42637038829216,103.42536159105941,89.62469576312937,0.0,0.0,54.74297717693045,0.0,0.0,20.042693161893155
2020-01-05 16:00:00,-11.88,94.19,0.0,0.0,-16.021523184211123,-16.770080301565592,-4.984661951388363,96.9011983836788,103.05995506498316,104.78913342596184,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05 17:00:00,-13.75,97.81,0.0,0.0,-15.611215042422891,-16.030682953096704,-6.916342245580516,98.80476482536541,98.19651586324952,103.17336480814055,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05 18:00:00,-14.94,99.5,0.0,0.0,-15.878491550017397,-14.650138115499324,-7.037772259606957,97.0359478123348,102.8211764792997,108.77546165609643,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05 19:00:00,-15.78,100.0,0.0,0.0,-17.026183394147676,-14.86365195659697,-9.102646697356256,101.36401030931843,94.1662583280648,97.21365229222437,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05 20:00:00,-16.13,100.0,0.0,0.0,-18.370390121870237,-12.790657491304962,-7.628746723133009,101.33643343621308,98.95000719773677,90.76796530535302,0.0,57.54347153568018,0.0,0.0,10.92492354701995,0.0
2020-01-05 21:00:00,-16.04,99.44,0.0,0.0,-17.780882968621135,-11.603089825503103,-6.133171900365447,99.66845165264085,100.66119450082387,91.63796201477255,0.0,88.60894115192399,0.0,0.0,327.7861149716359,0.0
2020-01-05 22:00:00,-15.74,98.19,0.0,0.0,-17.100752543541525,-10.236094764030714,-6.315979602598837,100.75628451497006,95.41061237234423,99.72129046771408,0.0,144.64361257803728,0.0,0.0,266.805702207176,0.0
2020-01-05 23:00:00,-15.57,97.62,0.0,0.0,-16.09816720891415,-9.022671806448,-6.987072403228103,99.30816508716966,97.88674920629988,95.13305208775577,0.0,178.07953208197603,0.0,0.0,234.87855444500107,0.0
